image_path,device_type,defect_type,text_prompt
data\Laptop-damage-detection-testing.v1i.coco\7_jpg.rf.0893e52b01f5744fbffe60ab9783f1be.jpg,laptop,back panel damaging,"The back panel of the laptop is damaged, with a visible crack."
data\Laptop-damage-detection-testing.v1i.coco\600014346_jpg.rf.4f75e55062104bd4d8a4a9ac0d95bd55.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\387536439_1981249195585520_8824663521566823273_n_jpg.rf.86ab3a6780360a55e3a545540bbf721f.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\387542258_743922817769641_992740013421046499_n_jpg.rf.4054126d97f27b5e27188f77588c8db1.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370130480_740339634591263_2767953956412768827_n_jpg.rf.29371bbb4a88013eb819ac31543985f8.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\384539384_3350535248571785_1092115554516421472_n_jpg.rf.6b7e4c3d999e4dd90ed10352dac61d1b.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-13-53-15_jpg.rf.c61e785542d1f743c2d7ff2536ec486b.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\600014368_jpg.rf.0c8866573053451676136f2b35685ce3.jpg,laptop,back panel damaging,"The back panel of the laptop is damaged, with a missing piece."
data\Laptop-damage-detection-testing.v1i.coco\46-b407fuwgtwy51_jpg.rf.c46b23834812bffcd581d165bc73292e.jpg,laptop,keyboard malfunction,The keyboard is not functioning properly.
data\Laptop-damage-detection-testing.v1i.coco\600014338_jpg.rf.3880f0736463bf4954e61fa5f11a8075.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910153139_bottom_jpg.rf.334c2a112ab7a5e42ed45c89c46dc423.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910153107_bottom_jpg.rf.abd0ec2a878dc03a8cc5212ddbe3215d.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\30_jpg.rf.8bdaf135c4f49a689de3589d8fa1fc8e.jpg,laptop,keyboard malfunction,The keyboard is broken.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155400_jpg.rf.6c8056e8418cef077fd397a890db6452.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-17-57-27_jpg.rf.cd24addf0566bf888e1653399e477679.jpg,laptop,charging port issue,The charging port is missing.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-18-27-22_jpg.rf.b3d8a29ca81fc9c40235d6ea5344d887.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\6100013221_jpg.rf.12b098d5262a975e00b2bd217b9b49f5.jpg,laptop,cracked screen,The laptop's screen is cracked.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155342_jpg.rf.75e3a18fb6f68c3e69ea2f61385c580f.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\385498683_853287709530521_1400322349940815434_n_jpg.rf.27beeb7bc325f491c10cd517e6946c49.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\1900011726_png_jpg.rf.05bcb800893ffd3f34bd3e273a4f5cad.jpg,laptop,keyboard malfunction,The keyboard is not functioning properly.
data\Laptop-damage-detection-testing.v1i.coco\20240910153035_bottom_jpg.rf.5090ff68771f3a418ea9f6d3846ed83d.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-18-07-23_jpg.rf.bf58675820acd2338a3069e6cd8af254.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-13-53-15_jpg.rf.82131e37d44892b98b107e4b875e47ad.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370293564_336508052207587_1766574074299814173_n_jpg.rf.4ee316b7c88cccd1261c7e7358e51371.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\386884550_856628329109809_4430599761854262884_n_jpg.rf.101143d0039ca29d37846bb5847338cf.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\387326889_628634302793752_3754668532120639129_n_jpg.rf.d630f628f96832b1ffe20a88cf9d47e3.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-14-47-34_jpg.rf.52bd65b2e715d72bcd1e555a0784eaa9.jpg,laptop,back panel damaging,"The back panel of the laptop is damaged, with a visible crack."
data\Laptop-damage-detection-testing.v1i.coco\20240906135532_top_jpg.rf.a0b03fc298b92e11027e1abb2fa73da2.jpg,laptop,normal device,The device is a HP laptop.
data\Laptop-damage-detection-testing.v1i.coco\20240910153059_bottom_jpg.rf.88212955e0248e8a52cf5e2b083783cc.jpg,laptop,normal device,The laptop is missing its screen.
data\Laptop-damage-detection-testing.v1i.coco\495_jpg.rf.36ffc2346e61ad324c215f94341f6310.jpg,laptop,charging port issue,The charging port is missing.
data\Laptop-damage-detection-testing.v1i.coco\20240913123359_top_jpg.rf.8cc8dde4119009e9e9990658345059d4.jpg,laptop,back panel damaging,The back panel of the dell computer is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910153116_bottom_jpg.rf.f14a3aae69ec30ba2214f84b98aa855a.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155402_jpg.rf.66c04fbe64f73efb6ec712fcc635935e.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\20240910152646_bottom_jpg.rf.2a160bd63b09a2ddd6a9da6f4f844f9f.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240913123359_top_jpg.rf.87b3258dc1faeea2cdf84e18755d2097.jpg,laptop,battery swelling,The image shows a cell phone with a battery swelling.
data\Laptop-damage-detection-testing.v1i.coco\20240910153107_bottom_jpg.rf.5a73428b1dc373840b1ebb2785525874.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\57100059_151f1c705f4aad64db78e39ca559048c_800_jpg.rf.2b01e918febd112077fed61413cc1746.jpg,laptop,cracked screen,The image shows a cracked screen on a television.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155359-1-_jpg.rf.9a25b6c7cc39aa6bdac0db6cf3ab4f01.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\370116014_265347126474136_4870941993653121884_n_jpg.rf.b45b5b1e4f2a80c494249714faa767d2.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\360_jpg.rf.7f9c0e7a8000805368b675833fb60252.jpg,laptop,normal device,The laptop is open and has a sticker on the back.
data\Laptop-damage-detection-testing.v1i.coco\101_jpeg_jpg.rf.850e8aa57dd903c1d64dd1afe1b3bd67.jpg,laptop,keyboard malfunction,The keyboard is missing some keys.
data\Laptop-damage-detection-testing.v1i.coco\7100014404_jpg.rf.40019af38bd39218938856bb516d32d8.jpg,laptop,charging port issue,The charging port is broken.
data\Laptop-damage-detection-testing.v1i.coco\75_jpg.rf.da753d241ed2b93048c3a91e02db6ac5.jpg,laptop,keyboard malfunction,"The keyboard is missing a few keys, including the letters ""a"", ""s"", and ""d""."
data\Laptop-damage-detection-testing.v1i.coco\370116014_265347126474136_4870941993653121884_n_jpg.rf.798403c70742936584d81134b37cb1a3.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910153035_bottom_jpg.rf.9e2475bb2f4d1cbb50171372a76b3734.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240906133448_top_jpg.rf.439bab134f39fb8df59661442c723ffa.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910153035_bottom_jpg.rf.063c3d7a7618bf8e796c069492e604dd.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370059584_253807157654835_1991263673734689569_n_jpg.rf.e1c27c0b9833e9674aa966735151e47c.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\7100014452_jpg.rf.7eda88129f767c284c207fb5b5050c85.jpg,laptop,battery swelling,The image shows a silver laptop with a battery swelling.
data\Laptop-damage-detection-testing.v1i.coco\99_jpeg_jpg.rf.ddd5c7a5d97dff9c0bb8b6d87efafb5c.jpg,laptop,keyboard malfunction,The keyboard is missing some keys.
data\Laptop-damage-detection-testing.v1i.coco\20240913123359_top_jpg.rf.745639d0c8a9fbafc3104bfab62d351b.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\7100014439_jpg.rf.62f8b17b38a8d1eb7eae4bbd1ec8707e.jpg,laptop,screen scratch,The image shows a Sony device with a screen scratch.
data\Laptop-damage-detection-testing.v1i.coco\25_png_jpg.rf.2660caa402ee6abad7fec6cbe669f9a8.jpg,laptop,charging port issue,The charging port is missing.
data\Laptop-damage-detection-testing.v1i.coco\600014426_jpg.rf.de10280abc19dce80d9616c5e2394f6f.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\387525607_282712044579421_2280659367724447816_n_jpg.rf.9ed0c8bf65830ec8048240e88614581d.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2100006198_jpg.rf.4d4696a044acdf6eeac8ab6a934d3596.jpg,laptop,screen scratch,The laptop's screen is scratched.
data\Laptop-damage-detection-testing.v1i.coco\370059584_253807157654835_1991263673734689569_n_jpg.rf.3b62d18582993f44eb7045af76f9a447.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\495_jpg.rf.4b1013e09f9c295c1032eebd36c52e1b.jpg,laptop,charging port issue,The charging port is missing on the laptop.
data\Laptop-damage-detection-testing.v1i.coco\20240910153116_bottom_jpg.rf.07639fd24b2d7bb737bda1190f9f4501.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240906133458_top_jpg.rf.2fe2afde33947ff356a79262cca030b9.jpg,laptop,normal device,The device is a laptop.
data\Laptop-damage-detection-testing.v1i.coco\387333767_999843797963357_3373433226000860989_n_jpg.rf.243a2e51aba52215021b0238074eacbe.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370151487_1627358067792700_2294245155332549098_n_jpg.rf.b41cb303d947beb5948fb70493ee08ca.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910153116_bottom_jpg.rf.14cf795b6d92732c5fcc69c821e7a4ae.jpg,laptop,normal device,The device is a laptop.
data\Laptop-damage-detection-testing.v1i.coco\6400016019_jpg.rf.6d3384d71cfda8a60d8cb78d3646b2ec.jpg,laptop,screen scratch,The screen of the laptop is scratched.
data\Laptop-damage-detection-testing.v1i.coco\1800003396_png_jpg.rf.d97ddb12f90cb2101f5db29a2c87a0c3.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\97_jpeg_jpg.rf.1ff0414119081482fbd3412f92fc1eac.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-18-28-48_jpg.rf.8b4d133ce76901ea0119146523f8b9b0.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_160215-0-_jpg.rf.4fcdccfb869eb027ef8fff4dfa9e99cd.jpg,laptop,keyboard malfunction,The keyboard is broken.
data\Laptop-damage-detection-testing.v1i.coco\370292903_1394141611482903_357238308047406006_n_jpg.rf.648e515dab3f5ecf99f229db54a1281d.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_160208-0-_jpg.rf.38852be93fc96495d412a25761f8abc6.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\370292903_1394141611482903_357238308047406006_n_jpg.rf.c375f26bff8274b8b9a3079e189fe253.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155355_jpg.rf.aca46dcd714037f2e235f40df236e4ec.jpg,laptop,keyboard malfunction,The keyboard is broken.
data\Laptop-damage-detection-testing.v1i.coco\387505318_687512386648113_1787845701610241914_n_jpg.rf.ae943cf422416f8ff2ed6eab3a936d6e.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240910153128_bottom_jpg.rf.b271b6aaab057494255995ed591e2f4b.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\-223010314_jpeg.rf.db10ca322a7636e8ef8f70a282ed3ef4.jpg,laptop,screen scratch,The image shows a black box with a screen scratch on it.
data\Laptop-damage-detection-testing.v1i.coco\-223013237_jpeg.rf.ff9f7014391d5b892b76c0860fcdeba3.jpg,laptop,screen scratch,The screen has a scratch on it.
data\Laptop-damage-detection-testing.v1i.coco\370151487_1627358067792700_2294245155332549098_n_jpg.rf.5ce43dff332440bb917331d7de934b24.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\600014311_jpg.rf.c081bb6b9e2d87e276345156f39a4f8a.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-16-49-34_jpg.rf.23d3985f6f8bba72155498af4e5e0e54.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\-_57_jpg.rf.51502fffeb54830d8bd44d7d6167b57a.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\385385665_653342356977998_6386218600707142699_n_jpg.rf.4339d2c27ef25555cd28365d64dfdcd4.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\370116014_265347126474136_4870941993653121884_n_jpg.rf.0e854a73e6a99c2079a8dc9a774dc4df.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\20240913123033_top_jpg.rf.682cb84fd3dce0e65cd9ed34a058fa33.jpg,laptop,normal device,The laptop is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\387588554_724350416221349_3031443269795842578_n_jpg.rf.92409ec20623cb4ba66a3e38f958d4e7.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\2024-01-15-14-54-03_jpg.rf.80e59e3805708455c0c5a707f7aa2474.jpg,laptop,charging port issue,The charging port is missing.
data\Laptop-damage-detection-testing.v1i.coco\20240910152646_bottom_jpg.rf.b34250a9668e8b57b5ac1bf28de75765.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\12_jpg.rf.0cad51a863f2f4a7055f759be5d8393e.jpg,laptop,back panel damaging,The back panel is damaged.
data\Laptop-damage-detection-testing.v1i.coco\489_jpg.rf.e15a48372428c02796014ea1b0bef643.jpg,laptop,display flickering,The image shows a flickering display on a device.
data\Laptop-damage-detection-testing.v1i.coco\20220907_155411_jpg.rf.f61f9766ad0cc9bbef73465dfc37ab75.jpg,laptop,keyboard malfunction,The keyboard is missing a key.
data\Laptop-damage-detection-testing.v1i.coco\600014410_png_jpg.rf.226678716b789033cb5d536f9e8b4a08.jpg,laptop,back panel damaging,The back panel of the device is damaged.
data\Laptop-damage-detection-testing.v1i.coco\387458336_676778357743834_880618163784904241_n_jpg.rf.d61058560f53ee5601decb1df1554f06.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\7_jpg.rf.4037fcae9509ea7469ed0489c6e53b0e.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\902e0d8552f23fb35be5e45561852f84_i-35_jpg.rf.b38378056d0d1f0cd3a7ff224fc27bcd.jpg,laptop,display flickering,The image shows a computer screen with a small bug on it.
data\Laptop-damage-detection-testing.v1i.coco\7100014360_jpg.rf.155e41cfb7917b8677cf031579ef3b62.jpg,laptop,battery swelling,The image shows a Sony phone with a swollen battery.
data\Laptop-damage-detection-testing.v1i.coco\385395849_1105680957079749_7655585593885085062_n_jpg.rf.6fe69a6d8bc000484ec3db8d356aebed.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\800013134_jpg.rf.70d3b020d4ebfd10142caa3861ce4644.jpg,laptop,screen scratch,The screen of the laptop is cracked and has a scratch on it.
data\Laptop-damage-detection-testing.v1i.coco\370130480_740339634591263_2767953956412768827_n_jpg.rf.9e5c69951381c291a298413581b214a5.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
data\Laptop-damage-detection-testing.v1i.coco\387542258_743922817769641_992740013421046499_n_jpg.rf.7f7df7431c4d1ba92766d262ca1067ca.jpg,laptop,back panel damaging,The back panel of the laptop is damaged.
